title,Swear_Count,Fuck_Count,Shit_Count,Bitch_Count,Cunt_Count,Profanity
The Jacket,22,15,7,0,0,TRUE
Jackie Brown,111,55,50,6,0,TRUE
Jacob's Ladder,31,15,13,3,0,TRUE
Jade,0,0,0,0,0,[]
Jane Eyre,0,0,0,0,0,[]
Jason X,59,17,33,8,1,TRUE
Jaws,1,0,1,0,0,TRUE
Jaws 2,14,0,12,2,0,TRUE
Jay and Silent Bob Strike Back,250,161,61,28,0,TRUE
Jennifer Eight,67,45,20,2,0,TRUE
Jennifer's Body,33,17,12,4,0,TRUE
Jerry Maguire,23,14,8,1,0,TRUE
Jeux Interdits,0,0,0,0,0,[]
JFK,36,23,10,3,0,TRUE
Jimmy and Judy,139,101,31,7,0,TRUE
John Q,13,1,8,4,0,TRUE
John Wick,29,26,2,1,0,TRUE
Joker,45,33,11,1,0,TRUE
Judge Dredd,10,7,1,2,0,TRUE
Juno,10,2,6,2,0,TRUE
Jurassic Park,8,0,8,0,0,TRUE
Jurassic Park III,2,0,2,0,0,TRUE
Jurassic Park: The Lost World,0,0,0,0,0,[]
Kafka,0,0,0,0,0,[]
Kalifornia,34,21,9,4,0,TRUE
Kate & Leopold,0,0,0,0,0,[]
Kids,116,67,37,12,0,TRUE
The Kids Are All Right,34,26,7,1,0,TRUE
Kill Bill Volume 1 & 2,0,0,0,0,0,[]
Kill Your Darlings,17,11,4,2,0,TRUE
Killing Zoe,98,79,16,3,0,TRUE
King Kong,0,0,0,0,0,[]
The King of Comedy,0,0,0,0,0,[]
The King's Speech,7,4,3,0,0,TRUE
The Kingdom,15,12,3,0,0,TRUE
Kiss of the Spider Woman,0,0,0,0,0,[]
Klute,3,0,0,3,0,TRUE
Knocked Up,136,89,41,5,1,TRUE
Kramer vs Kramer,11,2,7,2,0,TRUE
Kundun,0,0,0,0,0,[]
Kung Fu Panda,0,0,0,0,0,[]
L.A. Confidential,37,28,8,0,1,TRUE
La La Land,7,3,4,0,0,TRUE
Labor of Love,9,2,6,1,0,TRUE
Labyrinth,0,0,0,0,0,[]
The Ladykillers,54,34,14,6,0,TRUE
Lake Placid,14,9,5,0,0,TRUE
Land of the Dead,36,28,8,0,0,TRUE
Larry Crowne,4,1,2,1,0,TRUE
The Last Boy Scout,175,116,42,17,0,TRUE
Last Chance Harvey,9,3,6,0,0,TRUE
The Last Flight,0,0,0,0,0,[]
The Last of the Mohicans,0,0,0,0,0,[]
The Last Samurai,5,2,2,1,0,TRUE
The Last Station,1,0,0,1,0,TRUE
Last Tango in Paris,29,18,9,0,2,TRUE
Law Abiding Citizen,62,37,22,3,0,TRUE
Le Diable par la Queue,0,0,0,0,0,[]
Leaving Las Vegas,37,35,2,0,0,TRUE
Legally Blonde,7,2,1,4,0,TRUE
Legend,0,0,0,0,0,[]
Legion,51,37,9,4,1,TRUE
The LEGO Movie,0,0,0,0,0,[]
Les Miserables,2,0,1,1,0,TRUE
Les Tontons Flingueurs,0,0,0,0,0,[]
Lethal Weapon,0,0,0,0,0,[]
Lethal Weapon 4,0,0,0,0,0,[]
Leviathan,37,26,8,3,0,TRUE
Liar Liar,6,1,4,1,0,TRUE
Life,33,17,10,6,0,TRUE
Life As A House,27,17,9,1,0,TRUE
The Life of David Gale,30,21,9,0,0,TRUE
Life of Pi,0,0,0,0,0,[]
Light Sleeper,29,21,7,1,0,TRUE
The Limey,35,25,9,1,0,TRUE
Limitless,46,32,13,1,0,TRUE
Lincoln,4,1,3,0,0,TRUE
The Lincoln Lawyer,22,9,10,3,0,TRUE
The Lion King,0,0,0,0,0,[]
Little Athens,138,92,43,3,0,TRUE
Little Men,2,1,1,0,0,TRUE
The Little Mermaid,0,0,0,0,0,[]
Little Nicky,8,0,7,1,0,TRUE
Living in Oblivion,48,39,9,0,0,TRUE
"Lock, Stock and Two Smoking Barrels",83,72,11,0,0,TRUE
Logan,41,26,15,0,0,TRUE
Logan's Run,0,0,0,0,0,[]
Lone Star,6,4,2,0,0,TRUE
The Long Kiss Goodnight,106,84,12,10,0,TRUE
Looper,40,26,14,0,0,TRUE
Lord of Illusions,44,29,14,1,0,TRUE
The Lord of the Rings: Fellowship of the Ring,0,0,0,0,0,[]
Lord of the Rings: Return of the King,0,0,0,0,0,[]
Lord of the Rings: The Two Towers,0,0,0,0,0,[]
Lord of War,46,45,1,0,0,TRUE
The Losers,16,3,13,0,0,TRUE
Lost Highway,16,12,3,1,0,TRUE
Lost Horizon,0,0,0,0,0,[]
Lost in Space,2,0,1,1,0,TRUE
Lost in Translation,3,2,1,0,0,TRUE
Love and Basketball,16,8,6,2,0,TRUE
Machete,54,39,11,4,0,TRUE
Machine Gun Preacher,32,21,10,1,0,TRUE
Mad Max 2: The Road Warrior,0,0,0,0,0,[]
Made,158,93,62,3,0,TRUE
Magnolia,151,126,19,6,0,TRUE
The Majestic (The Bijou),1,0,1,0,0,TRUE
Major League,21,4,15,2,0,TRUE
Malcolm X,13,1,8,4,0,TRUE
Malibu's Most Wanted,22,1,5,16,0,TRUE
Man in the Iron Mask,2,0,2,0,0,TRUE
Man On Fire,17,14,3,0,0,TRUE
Man on the Moon,14,12,2,0,0,TRUE
Man Trouble,17,4,10,3,0,TRUE
The Man Who Knew Too Much,0,0,0,0,0,[]
The Man Who Wasn't There,1,0,0,1,0,TRUE
The Manchurian Candidate,16,6,10,0,0,TRUE
Manhattan Murder Mystery,0,0,0,0,0,[]
Manhunter,10,5,3,2,0,TRUE
Margaret,45,33,9,1,2,TRUE
Margin Call,76,64,10,0,2,TRUE
Margot at the Wedding,47,36,10,1,0,TRUE
"Mariachi, El",0,0,0,0,0,[]
Marley & Me,0,0,0,0,0,[]
Martha Marcy May Marlene,18,13,5,0,0,TRUE
The Martian,11,3,8,0,0,TRUE
Marty,0,0,0,0,0,[]
Mary Poppins,0,0,0,0,0,[]
The Mask,8,1,2,5,0,TRUE
Master and Commander,0,0,0,0,0,[]
The Master,14,11,3,0,0,TRUE
Matchstick Men,0,0,0,0,0,[]
The Matrix Reloaded,28,21,7,0,0,TRUE
The Matrix,25,10,15,0,0,TRUE
Max Payne,5,0,3,2,0,TRUE
Mean Streets,10,4,6,0,0,TRUE
The Mechanic,11,8,3,0,0,TRUE
Meet Joe Black,10,4,6,0,0,TRUE
Meet John Doe,0,0,0,0,0,[]
Megamind,5,0,4,1,0,TRUE
Memento,65,55,9,0,1,TRUE
Men in Black,10,0,9,1,0,TRUE
Men in Black 3,3,0,3,0,0,TRUE
The Men Who Stare at Goats,25,17,7,0,1,TRUE
Metro,63,38,20,5,0,TRUE
Miami Vice,21,18,3,0,0,TRUE
Midnight Cowboy,2,0,0,2,0,TRUE
Midnight Express,59,40,18,1,0,TRUE
Midnight in Paris,0,0,0,0,0,[]
Mighty Joe Young,0,0,0,0,0,[]
Mighty Morphin Power Rangers: The Movie,0,0,0,0,0,[]
Milk,17,7,10,0,0,TRUE
Miller's Crossing,1,0,0,1,0,TRUE
Mimic,26,14,11,1,0,TRUE
Mini's First Time,38,25,7,5,1,TRUE
Minority Report,14,10,4,0,0,TRUE
The Miracle Worker,0,0,0,0,0,[]
Mirrors,4,4,0,0,0,TRUE
Misery,7,3,2,2,0,TRUE
Mission Impossible,4,1,0,3,0,TRUE
Mission Impossible II,3,0,1,2,0,TRUE
Mission to Mars,3,0,2,1,0,TRUE
Moneyball,14,7,7,0,0,TRUE
Monkeybone,3,0,3,0,0,TRUE
Monster's Ball,0,0,0,0,0,[]
Monte Carlo,1,0,0,1,0,TRUE
Moon,23,16,7,0,0,TRUE
Moonrise Kingdom,1,0,1,0,0,TRUE
Moonstruck,3,0,1,2,0,TRUE
Mr Blandings Builds His Dream House,0,0,0,0,0,[]
Mr Brooks,30,25,4,1,0,TRUE
Mr Deeds Goes to Town,0,0,0,0,0,[]
Mr. Holland's Opus,0,0,0,0,0,[]
Mrs. Brown,2,0,2,0,0,TRUE
Mud,26,0,24,2,0,TRUE
Mulan,0,0,0,0,0,[]
Mulholland Drive,2,0,1,1,0,TRUE
Mumford,11,5,5,1,0,TRUE
The Mummy,2,0,2,0,0,TRUE
Music of the Heart,5,0,4,1,0,TRUE
Mute Witness,7,2,5,0,0,TRUE
My Best Friend's Wedding,34,13,18,3,0,TRUE
My Girl,3,0,3,0,0,TRUE
My Mother Dreams the Satan's Disciples in New York,5,3,2,0,0,TRUE
My Week with Marilyn,14,11,3,0,0,TRUE
Mystery Men,1,0,0,1,0,TRUE
Napoleon Dynamite,0,0,0,0,0,[]
Nashville,0,0,0,0,0,[]
Natural Born Killers,54,22,23,9,0,TRUE
Never Been Kissed,4,1,3,0,0,TRUE
The Neverending Story,0,0,0,0,0,[]
New York Minute,2,0,2,0,0,TRUE
Newsies,0,0,0,0,0,[]
Next,6,0,4,2,0,TRUE
Next Friday,40,14,20,6,0,TRUE
The Next Three Days,8,1,4,3,0,TRUE
Ni vu ni connu,0,0,0,0,0,[]
Nick of Time,23,14,6,3,0,TRUE
Night Time (The Poltergeist Treatment),1,0,1,0,0,TRUE
Nightbreed,28,12,16,0,0,TRUE
The Nightmare Before Christmas,0,0,0,0,0,[]
The Nightmare Before Christmas,0,0,0,0,0,[]
"Nightmare on Elm Street, A",15,9,6,0,0,TRUE
Nightmare on Elm Street: The Final Chapter,0,0,0,0,0,[]
Nine,0,0,0,0,0,[]
The Nines,22,10,12,0,0,TRUE
Ninja Assassin,25,21,3,1,0,TRUE
Ninotchka,0,0,0,0,0,[]
The Ninth Gate,4,1,3,0,0,TRUE
No Country for Old Men,3,0,1,2,0,TRUE
No Strings Attached,31,18,9,4,0,TRUE
Notting Hill,5,1,3,1,0,TRUE
Nurse Betty,60,39,17,3,1,TRUE
O Brother Where Art Thou?,0,0,0,0,0,[]
Oblivion,0,0,0,0,0,[]
Observe and Report,120,73,41,6,0,TRUE
Obsessed,12,6,2,4,0,TRUE
Ocean's Eleven,19,6,12,1,0,TRUE
Ocean's Twelve,3,1,2,0,0,TRUE
Office Space,28,10,15,3,0,TRUE
"Officer and a Gentleman, An",0,0,0,0,0,[]
Omega Man,3,0,0,3,0,TRUE
One Flew Over the Cuckoo's Nest,8,6,2,0,0,TRUE
Only God Forgives,27,23,1,1,2,TRUE
Ordinary People,22,10,11,1,0,TRUE
Orgy of the Dead,0,0,0,0,0,[]
Orphan,12,6,5,1,0,TRUE
The Other Boleyn Girl,0,0,0,0,0,[]
Out of Sight,61,32,29,0,0,TRUE
Outbreak,0,0,0,0,0,[]
The Pacifier,0,0,0,0,0,[]
Pandorum,28,24,4,0,0,TRUE
Panic Room,38,29,9,0,0,TRUE
Papadopoulos & Sons,0,0,0,0,0,[]
ParaNorman,0,0,0,0,0,[]
Pariah,19,8,11,0,0,TRUE
Passengers,1,0,0,1,0,TRUE
The Passion of Joan of Arc,0,0,0,0,0,[]
The Patriot,0,0,0,0,0,[]
Paul,37,19,16,2,0,TRUE
Pearl Harbor,23,5,13,5,0,TRUE
Peeping Tom,1,0,0,1,0,TRUE
Peggy Sue Got Married,2,0,2,0,0,TRUE
Perfect Creature,13,10,3,0,0,TRUE
"Perfect World, A",8,0,8,0,0,TRUE
The Perks of Being a Wallflower,14,1,10,3,0,TRUE
Pet Sematary,11,2,8,1,0,TRUE
Pet Sematary II,14,8,6,0,0,TRUE
Petulia,0,0,0,0,0,[]
Philadelphia,25,18,6,1,0,TRUE
Phone Booth,61,47,13,1,0,TRUE
Pi,13,10,3,0,0,TRUE
The Pianist,7,4,2,1,0,TRUE
The Piano,2,0,2,0,0,TRUE
Pineapple Express,200,144,54,2,0,TRUE
Pirates of the Caribbean,0,0,0,0,0,[]
Pirates of the Caribbean: Dead Man's Chest,0,0,0,0,0,[]
Pitch Black,26,23,3,0,0,TRUE
The Planet of the Apes,0,0,0,0,0,[]
Platinum Blonde,0,0,0,0,0,[]
Platoon,162,81,75,6,0,TRUE
Pleasantville,3,1,1,1,0,TRUE
Point Break,60,37,19,4,0,TRUE
Pokemon: Mewtwo Returns,0,0,0,0,0,[]
The Postman,7,2,5,0,0,TRUE
The Power of One,1,0,1,0,0,TRUE
Precious,38,7,13,17,1,TRUE
Predator,13,5,5,3,0,TRUE
The Prestige,1,0,1,0,0,TRUE
Pretty Woman,13,4,7,2,0,TRUE
Pretty Woman (final script),8,2,6,0,0,TRUE
Pride and Prejudice,0,0,0,0,0,[]
Priest,5,0,5,0,0,TRUE
The Princess Bride,0,0,0,0,0,[]
The Private Life of Sherlock Holmes,0,0,0,0,0,[]
The Producer,0,0,0,0,0,[]
The Program,44,16,27,1,0,TRUE
Prom Night,0,0,0,0,0,[]
Prometheus,7,3,3,1,0,TRUE
The Prophecy,24,12,8,4,0,TRUE
The Proposal,15,0,12,3,0,TRUE
Psycho,0,0,0,0,0,[]
Public Enemies,8,3,2,3,0,TRUE
Pulp Fiction,128,57,63,8,0,TRUE
Punch-Drunk Love,30,25,5,0,0,TRUE
Purple Rain,25,14,9,2,0,TRUE
Quantum Project,0,0,0,0,0,[]
Queen of the Damned,1,0,1,0,0,TRUE
The Queen,0,0,0,0,0,[]
Rachel Getting Married,17,10,7,0,0,TRUE
Raging Bull,32,26,3,1,2,TRUE
Raising Arizona,9,0,9,0,0,TRUE
Rambling Rose,14,0,3,11,0,TRUE
Rambo: First Blood II: The Mission,0,0,0,0,0,[]
The Reader,0,0,0,0,0,[]
Real Genius,4,1,2,1,0,TRUE
Rear Window,0,0,0,0,0,[]
Rebel Without A Cause,0,0,0,0,0,[]
Red Planet,34,28,3,3,0,TRUE
Red Riding Hood,0,0,0,0,0,[]
Reindeer Games,54,44,10,0,0,TRUE
The Relic,13,0,12,1,0,TRUE
Remember Me,10,3,6,1,0,TRUE
The Replacements,34,13,19,2,0,TRUE
Repo Man,74,48,26,0,0,TRUE
The Rescuers Down Under,0,0,0,0,0,[]
Reservoir Dogs,148,97,43,8,0,TRUE
Resident Evil,30,8,22,0,0,TRUE
Return of the Apes,15,8,7,0,0,TRUE
The Revenant,10,1,6,3,0,TRUE
Revolutionary Road,12,11,1,0,0,TRUE
Ringu,0,0,0,0,0,[]
Rise of the Guardians,0,0,0,0,0,[]
Rise of the Planet of the Apes,2,0,0,2,0,TRUE
RKO 281,34,25,6,3,0,TRUE
The Road,4,3,0,1,0,TRUE
Robin Hood: Prince of Thieves,0,0,0,0,0,[]
Robocop,0,0,0,0,0,[]
The Rock,49,35,14,0,0,TRUE
RocknRolla,24,18,6,0,0,TRUE
Rocky,1,1,0,0,0,TRUE
The Rocky Horror Picture Show,1,1,0,0,0,TRUE
Romeo & Juliet,0,0,0,0,0,[]
Ronin,41,31,8,2,0,TRUE
Room,3,2,1,0,0,TRUE
The Roommate,10,0,7,3,0,TRUE
Roughshod,0,0,0,0,0,[]
The Ruins,28,23,3,1,1,TRUE
Runaway Bride,0,0,0,0,0,[]
Rush,7,6,1,0,0,TRUE
Rush Hour,28,10,15,3,0,TRUE
Rush Hour 2,19,0,18,1,0,TRUE
Rushmore,0,0,0,0,0,[]
Rust and Bone,29,17,8,3,1,TRUE
S. Darko,43,29,12,2,0,TRUE
The Saint,1,0,1,0,0,TRUE
The Salton Sea,51,36,12,3,0,TRUE
The Sandlot Kids,1,0,1,0,0,TRUE
Save the Last Dance,86,26,50,10,0,TRUE
Saving Mr. Banks,0,0,0,0,0,[]
Saving Private Ryan,26,20,5,1,0,TRUE
Saw,40,29,9,2,0,TRUE
Scarface,125,96,29,0,0,TRUE
Scary Movie 2,0,0,0,0,0,[]
Schindler's List,5,5,0,0,0,TRUE
Scott Pilgrim vs the World,24,12,4,8,0,TRUE
Scream,43,19,21,3,0,TRUE
Scream 2,32,5,22,4,1,TRUE
Scream 3,61,32,27,2,0,TRUE
Se7en,50,42,6,2,0,TRUE
The Searchers,0,0,0,0,0,[]
The Secret Life of Walter Mitty,22,16,6,0,0,TRUE
Semi-Pro,47,21,26,0,0,TRUE
Sense and Sensibility,1,0,0,1,0,TRUE
Serenity,1,1,0,0,0,TRUE
Serial Mom,16,8,4,4,0,TRUE
The Sessions,8,3,4,1,0,TRUE
The Seventh Seal,0,0,0,0,0,[]
Sex and the City,13,7,5,1,0,TRUE
"Sex, Lies and Videotape",22,14,4,4,0,TRUE
Sexual Life,13,9,4,0,0,TRUE
Shadow of the Vampire,0,0,0,0,0,[]
Shakespeare in Love,0,0,0,0,0,[]
Shallow Grave,4,3,1,0,0,TRUE
Shame,72,66,5,1,0,TRUE
Shampoo,39,25,10,3,1,TRUE
The Shawshank Redemption,67,22,42,3,0,TRUE
She's Out of My League,61,28,27,6,0,TRUE
Sherlock Holmes,2,1,1,0,0,TRUE
Shifty,195,182,9,0,4,TRUE
The Shining,13,10,0,3,0,TRUE
The Shipping News,10,4,3,3,0,TRUE
Shivers,0,0,0,0,0,[]
Shrek,0,0,0,0,0,[]
Shrek the Third,0,0,0,0,0,[]
Sicario,36,31,5,0,0,TRUE
Sideways,81,69,10,2,0,TRUE
The Siege,32,20,10,2,0,TRUE
Signs,2,0,1,1,0,TRUE
Silence of the Lambs,20,10,5,4,1,TRUE
Silver Bullet,17,6,10,1,0,TRUE
Silver Linings Playbook,80,63,17,0,0,TRUE
Simone,3,0,1,2,0,TRUE
Single White Female,11,5,3,3,0,TRUE
Sister Act,1,0,0,1,0,TRUE
Six Degrees of Separation,15,12,2,1,0,TRUE
The Sixth Sense,1,0,1,0,0,TRUE
Sleepless in Seattle,3,2,1,0,0,TRUE
Sleepy Hollow,2,0,0,2,0,TRUE
Sling Blade,22,5,11,6,0,TRUE
Slither,34,17,16,1,0,TRUE
Slumdog Millionaire,8,1,7,0,0,TRUE
Smashed,62,38,18,6,0,TRUE
Smokin' Aces,70,37,25,8,0,TRUE
Snatch,77,66,7,0,4,TRUE
Sneakers,0,0,0,0,0,[]
Snow Falling On Cedars,6,2,0,4,0,TRUE
Snow White and the Huntsman,0,0,0,0,0,[]
So I Married an Axe Murderer,5,0,5,0,0,TRUE
The Social Network,27,13,10,4,0,TRUE
Solaris,13,12,1,0,0,TRUE
Soldier,11,5,6,0,0,TRUE
Someone To Watch Over Me,24,19,5,0,0,TRUE
Something's Gotta Give,12,6,5,1,0,TRUE
Source Code,15,10,4,1,0,TRUE
South Park,112,79,21,12,0,TRUE
Space Milkshake,4,1,1,2,0,TRUE
Spanglish,2,2,0,0,0,TRUE
Spare Me,14,11,2,1,0,TRUE
Spartan,24,21,1,1,1,TRUE
Speed,0,0,0,0,0,[]
Speed Racer,0,0,0,0,0,[]
Sphere,32,18,13,1,0,TRUE
Spider-Man,2,0,2,0,0,TRUE
St. Elmo's Fire,20,10,10,0,0,TRUE
Star Trek,41,31,10,0,0,TRUE
Star Trek II: The Wrath of Khan,0,0,0,0,0,[]
Star Trek: First Contact,0,0,0,0,0,[]
Star Trek: Generations,0,0,0,0,0,[]
Star Trek: Nemesis,0,0,0,0,0,[]
Star Trek: The Motion Picture,0,0,0,0,0,[]
Star Wars: A New Hope,0,0,0,0,0,[]
Star Wars: Attack of the Clones,0,0,0,0,0,[]
Star Wars: Return of the Jedi,0,0,0,0,0,[]
Star Wars: Revenge of the Sith,0,0,0,0,0,[]
Star Wars: The Empire Strikes Back,0,0,0,0,0,[]
Star Wars: The Force Awakens,0,0,0,0,0,[]
Star Wars: The Phantom Menace,0,0,0,0,0,[]
Starman,6,0,6,0,0,TRUE
Starship Troopers,3,0,0,3,0,TRUE
State and Main,8,6,2,0,0,TRUE
Station West,0,0,0,0,0,[]
Stepmom,20,13,6,1,0,TRUE
The Sting,4,1,2,1,0,TRUE
Stir of Echoes,26,14,9,3,0,TRUE
Storytelling,26,18,5,2,1,TRUE
Straight Outta Compton,225,97,117,11,0,TRUE
Strange Days,64,33,26,5,0,TRUE
Strangers on a Train,0,0,0,0,0,[]
The Stuntman,29,15,8,6,0,TRUE
Sugar,17,7,10,0,0,TRUE
Sugar and Spice,22,4,15,3,0,TRUE
Sunset Blvd.,0,0,0,0,0,[]
Sunshine Cleaning,29,14,15,0,0,TRUE
Super 8,21,9,12,0,0,TRUE
Superbad,163,96,57,10,0,TRUE
Superfights,0,0,0,0,0,[]
Supergirl,1,0,0,1,0,TRUE
The Surfer King,0,0,0,0,0,[]
Surrogates,2,0,1,1,0,TRUE
Suspect Zero,31,24,7,0,0,TRUE
Sweeney Todd: The Demon Barber of Fleet Street,0,0,0,0,0,[]
The Sweet Hereafter,7,5,2,0,0,TRUE
Sweet Smell of Success,0,0,0,0,0,[]
Swingers,52,12,20,20,0,TRUE
Swordfish,38,24,13,1,0,TRUE
"Synecdoche, New York",39,34,5,0,0,TRUE
Syriana,24,16,8,0,0,TRUE
Take Shelter,11,2,9,0,0,TRUE
Taking Lives,21,8,11,2,0,TRUE
The Taking of Pelham One Two Three,28,15,11,2,0,TRUE
Taking Sides,10,8,2,0,0,TRUE
The Talented Mr. Ripley,4,4,0,0,0,TRUE
Tall in the Saddle,0,0,0,0,0,[]
Tamara Drewe,50,35,10,2,3,TRUE
Taxi Driver,24,18,5,1,0,TRUE
Ted,93,55,37,0,1,TRUE
Terminator,12,9,3,0,0,TRUE
Terminator 2: Judgement Day,0,0,0,0,0,[]
Terminator Salvation,7,2,4,1,0,TRUE
The Rage: Carrie 2,0,0,0,0,0,[]
Thelma & Louise,0,0,0,0,0,[]
The Theory of Everything,0,0,0,0,0,[]
There's Something About Mary,64,47,16,1,0,TRUE
They,11,4,7,0,0,TRUE
The Thing,13,6,6,1,0,TRUE
The Things My Father Never Taught Me,0,0,0,0,0,[]
Thirteen Days,19,7,12,0,0,TRUE
This Boy's Life,14,5,8,1,0,TRUE
This is 40,0,0,0,0,0,[]
Thor,0,0,0,0,0,[]
Thor Ragnarok,3,0,3,0,0,TRUE
Three Kings,68,53,14,1,0,TRUE
Three Kings (Spoils of War),11,2,4,5,0,TRUE
Three Men and a Baby,36,7,24,5,0,TRUE
The Three Musketeers,0,0,0,0,0,[]
Thunderbirds,0,0,0,0,0,[]
Thunderheart,45,28,16,1,0,TRUE
Ticker,15,10,5,0,0,TRUE
Timber Falls,40,32,5,3,0,TRUE
The Time Machine,0,0,0,0,0,[]
Tin Cup,22,10,11,1,0,TRUE
Tin Men,41,25,5,11,0,TRUE
Tinker Tailor Soldier Spy,7,7,0,0,0,TRUE
Titanic,10,2,7,1,0,TRUE
TMNT,0,0,0,0,0,[]
To Sleep with Anger,0,0,0,0,0,[]
Tombstone,5,0,1,4,0,TRUE
Tomorrow Never Dies,0,0,0,0,0,[]
Top Gun,12,0,9,3,0,TRUE
Total Recall,4,1,3,0,0,TRUE
The Tourist,3,1,2,0,0,TRUE
Toy Story,0,0,0,0,0,[]
Traffic,51,40,11,0,0,TRUE
Training Day,165,74,81,10,0,TRUE
Trainspotting,116,97,4,0,15,TRUE
Transformers: The Movie,0,0,0,0,0,[]
Tremors,25,9,7,9,0,TRUE
Tristan and Isolde,0,0,0,0,0,[]
TRON,0,0,0,0,0,[]
TRON: Legacy,0,0,0,0,0,[]
Tropic Thunder,39,18,18,3,0,TRUE
Troy,0,0,0,0,0,[]
True Grit,2,0,0,2,0,TRUE
True Lies,24,2,11,11,0,TRUE
True Romance,136,77,49,8,2,TRUE
The Truman Show,12,9,3,0,0,TRUE
Twilight,0,0,0,0,0,[]
Twilight: New Moon,0,0,0,0,0,[]
Twin Peaks,4,2,2,0,0,TRUE
Twins,8,1,6,1,0,TRUE
Two For The Money,110,95,11,4,0,TRUE
U Turn,81,50,21,9,1,TRUE
The Ugly Truth,19,9,8,2,0,TRUE
Un Singe en Hiver,0,0,0,0,0,[]
Unbreakable,5,1,3,1,0,TRUE
Under Fire,25,19,4,2,0,TRUE
Unforgiven,0,0,0,0,0,[]
Unknown,3,1,1,1,0,TRUE
Up,0,0,0,0,0,[]
Up in the Air,31,23,8,0,0,TRUE
The Usual Suspects,45,30,14,1,0,TRUE
V for Vendetta,10,6,2,1,1,TRUE
Valentine's Day,0,0,0,0,0,[]
Valkyrie,9,5,4,0,0,TRUE
Vanilla Sky,36,28,6,2,0,TRUE
The Verdict,3,3,0,0,0,TRUE
Vertigo,0,0,0,0,0,[]
Very Bad Things,70,64,5,1,0,TRUE
The Village,0,0,0,0,0,[]
Virtuosity,16,6,9,1,0,TRUE
The Visitor,1,0,1,0,0,TRUE
Wag the Dog,27,22,5,0,0,TRUE
"Walk to Remember, A",2,0,2,0,0,TRUE
Walking Tall,3,1,1,1,0,TRUE
Wall Street,8,3,3,2,0,TRUE
Wall Street: Money Never Sleeps,0,0,0,0,0,[]
Wall-E,0,0,0,0,0,[]
Wanted,34,22,9,3,0,TRUE
War for the Planet of the Apes,2,1,1,0,0,TRUE
War Horse,0,0,0,0,0,[]
War of the Worlds,7,0,7,0,0,TRUE
Warm Springs,2,0,0,2,0,TRUE
Warrior,11,1,10,0,0,TRUE
Watchmen,6,0,4,2,0,TRUE
Water for Elephants,6,0,6,0,0,TRUE
The Way Back,3,1,2,0,0,TRUE
We Own the Night,25,16,9,0,0,TRUE
What About Bob?,0,0,0,0,0,[]
What Lies Beneath,8,5,2,1,0,TRUE
When a Stranger Calls,0,0,0,0,0,[]
When Harry Met Sally,0,0,0,0,0,[]
While She Was Out,26,5,12,9,0,TRUE
The Whistleblower,24,20,3,1,0,TRUE
White Christmas,0,0,0,0,0,[]
White Jazz,50,35,12,2,1,TRUE
The White Ribbon,0,0,0,0,0,[]
White Squall,13,5,7,1,0,TRUE
Whiteout,9,3,4,2,0,TRUE
Who Framed Roger Rabbit?,0,0,0,0,0,[]
Who's Your Daddy,6,3,3,0,0,TRUE
Wild At Heart,34,18,12,2,2,TRUE
The Wild Bunch,4,0,0,4,0,TRUE
Wild Hogs,19,0,11,8,0,TRUE
Wild Things,39,21,14,4,0,TRUE
Wild Things: Diamonds in the Rough,0,0,0,0,0,[]
Wild Wild West,5,1,4,0,0,TRUE
Willow,0,0,0,0,0,[]
Win Win,46,19,27,0,0,TRUE
Wind Chill,10,1,9,0,0,TRUE
Withnail and I,40,36,1,1,2,TRUE
Witness,6,2,3,1,0,TRUE
The Wizard of Oz,0,0,0,0,0,[]
The Wolf of Wall Street,181,146,31,3,1,TRUE
Wonder Boys,19,11,8,0,0,TRUE
Wonder Woman,0,0,0,0,0,[]
The Woodsman,42,28,13,1,0,TRUE
The World is not Enough,0,0,0,0,0,[]
The Wrestler,46,25,19,2,0,TRUE
The X-Files: Fight the Future,0,0,0,0,0,[]
X-Men,0,0,0,0,0,[]
X-Men Origins: Wolverine,0,0,0,0,0,[]
xXx,14,0,10,4,0,TRUE
Year One,4,1,3,0,0,TRUE
Yes Man,13,1,9,3,0,TRUE
You Can Count On Me,15,4,10,1,0,TRUE
You've Got Mail,9,4,4,1,0,TRUE
Youth in Revolt,6,2,4,0,0,TRUE
Zero Dark Thirty,44,41,2,1,0,TRUE
Zerophilia,18,14,4,0,0,TRUE
Zootopia,0,0,0,0,0,[]
