title,Swear_Count,Fuck_Count,Shit_Count,Bitch_Count,Profanity,Genre
Jaws 2,14,0,12,2,True,Crime
Jay and Silent Bob Strike Back,250,161,61,28,True,Crime
Jennifer Eight,66,44,20,2,True,Crime
Jennifer's Body,33,17,12,4,True,Crime
Jerry Maguire,23,14,8,1,True,Crime
Jeux Interdits,0,0,0,0,[],Crime
JFK,33,20,10,3,True,Crime
Jimmy and Judy,135,97,31,7,True,Crime
John Q,13,1,8,4,True,Crime
John Wick,29,26,2,1,True,Crime
Joker,45,33,11,1,True,Crime
Judge Dredd,10,7,1,2,True,Crime
Juno,10,2,6,2,True,Crime
Jurassic Park,8,0,8,0,True,Crime
Jurassic Park III,2,0,2,0,True,Crime
Jurassic Park: The Lost World,0,0,0,0,[],Crime
Kafka,0,0,0,0,[],Crime
Kalifornia,34,21,9,4,True,Crime
Kate & Leopold,0,0,0,0,[],Crime
Kids,116,67,37,12,True,Crime
"Kids Are All Right, The",34,26,7,1,True,Crime
Kill Bill Volume 1 & 2,0,0,0,0,[],Crime
Kill Your Darlings,17,11,4,2,True,Crime
Killing Zoe,98,79,16,3,True,Crime
King Kong,0,0,0,0,[],Crime
"King of Comedy, The",0,0,0,0,[],Crime
"King's Speech, The",7,4,3,0,True,Crime
"Kingdom, The",15,12,3,0,True,Crime
Kiss of the Spider Woman,0,0,0,0,[],Crime
Klute,3,0,0,3,True,Crime
Knocked Up,133,87,41,5,True,Crime
Kramer vs Kramer,11,2,7,2,True,Crime
Kundun,0,0,0,0,[],Crime
Kung Fu Panda,0,0,0,0,[],Crime
L.A. Confidential,36,28,8,0,True,Crime
La La Land,7,3,4,0,True,Crime
Labor of Love,9,2,6,1,True,Crime
Labyrinth,0,0,0,0,[],Crime
"Ladykillers, The",50,31,13,6,True,Crime
Lake Placid,13,8,5,0,True,Crime
Land of the Dead,35,27,8,0,True,Crime
Larry Crowne,4,1,2,1,True,Crime
"Last Boy Scout, The",172,113,42,17,True,Crime
Last Chance Harvey,9,3,6,0,True,Crime
"Last Flight, The",0,0,0,0,[],Crime
"Last of the Mohicans, The",0,0,0,0,[],Crime
"Last Samurai, The",5,2,2,1,True,Crime
"Last Station, The",1,0,0,1,True,Crime
Last Tango in Paris,26,17,9,0,True,Crime
Law Abiding Citizen,60,35,22,3,True,Crime
Le Diable par la Queue,0,0,0,0,[],Crime
Leaving Las Vegas,37,35,2,0,True,Crime
Legally Blonde,7,2,1,4,True,Crime
Legend,0,0,0,0,[],Crime
Legion,50,37,9,4,True,Crime
"LEGO Movie, The",0,0,0,0,[],Crime
Les Miserables,2,0,1,1,True,Crime
Les Tontons Flingueurs,0,0,0,0,[],Crime
Lethal Weapon,0,0,0,0,[],Crime
Lethal Weapon 4,0,0,0,0,[],Crime
Leviathan,37,26,8,3,True,Crime
Liar Liar,6,1,4,1,True,Crime
Life,33,17,10,6,True,Crime
Life As A House,27,17,9,1,True,Crime
"Life of David Gale, The",30,21,9,0,True,Crime
Life of Pi,0,0,0,0,[],Crime
Light Sleeper,28,21,6,1,True,Crime
"Limey, The",35,25,9,1,True,Crime
Limitless,46,32,13,1,True,Crime
Lincoln,4,1,3,0,True,Crime
"Lincoln Lawyer, The",22,9,10,3,True,Crime
"Lion King, The",0,0,0,0,[],Crime
Little Athens,138,92,43,3,True,Crime
Little Men,2,1,1,0,True,Crime
"Little Mermaid, The",0,0,0,0,[],Crime
Little Nicky,8,0,7,1,True,Crime
Living in Oblivion,48,39,9,0,True,Crime
"Lock, Stock and Two Smoking Barrels",83,72,11,0,True,Crime
Logan,41,26,15,0,True,Crime
Logan's Run,0,0,0,0,[],Crime
Lone Star,6,4,2,0,True,Crime
"Long Kiss Goodnight, The",100,78,12,10,True,Crime
Looper,37,24,13,0,True,Crime
Lord of Illusions,43,28,14,1,True,Crime
"Lord of the Rings: Fellowship of the Ring, The",0,0,0,0,[],Crime
Lord of the Rings: Return of the King,0,0,0,0,[],Crime
Lord of the Rings: The Two Towers,0,0,0,0,[],Crime
Lord of War,46,45,1,0,True,Crime
"Losers, The",16,3,13,0,True,Crime
Lost Highway,16,12,3,1,True,Crime
Lost Horizon,0,0,0,0,[],Crime
Lost in Space,2,0,1,1,True,Crime
Lost in Translation,3,2,1,0,True,Crime
Love and Basketball,16,8,6,2,True,Crime
Machete,54,39,11,4,True,Crime
Machine Gun Preacher,32,21,10,1,True,Crime
Mad Max 2: The Road Warrior,0,0,0,0,[],Crime
Made,158,93,62,3,True,Crime
Magnolia,149,124,19,6,True,Crime
"Majestic, The (The Bijou)",1,0,1,0,True,Crime
Major League,20,3,15,2,True,Crime
Malcolm X,13,1,8,4,True,Crime
Malibu's Most Wanted,22,1,5,16,True,Crime
Man in the Iron Mask,2,0,2,0,True,Crime
Man On Fire,16,13,3,0,True,Crime
Man on the Moon,14,12,2,0,True,Crime
Man Trouble,17,4,10,3,True,Crime
"Man Who Knew Too Much, The",0,0,0,0,[],Crime
"Man Who Wasn't There, The",1,0,0,1,True,Crime
"Manchurian Candidate, The",16,6,10,0,True,Crime
Manhattan Murder Mystery,0,0,0,0,[],Crime
Manhunter,10,5,3,2,True,Crime
Margaret,43,33,9,1,True,Crime
Margin Call,74,64,10,0,True,Crime
Margot at the Wedding,47,36,10,1,True,Crime
"Mariachi, El",0,0,0,0,[],Crime
Marley & Me,0,0,0,0,[],Crime
Martha Marcy May Marlene,18,13,5,0,True,Crime
"Martian, The",10,3,7,0,True,Crime
Marty,0,0,0,0,[],Crime
Mary Poppins,0,0,0,0,[],Crime
"Mask, The",7,0,2,5,True,Crime
Master and Commander,0,0,0,0,[],Crime
"Master, The",14,11,3,0,True,Crime
Matchstick Men,0,0,0,0,[],Crime
"Matrix Reloaded, The",28,21,7,0,True,Crime
"Matrix, The",25,10,15,0,True,Crime
Max Payne,5,0,3,2,True,Crime
Mean Streets,10,4,6,0,True,Crime
"Mechanic, The",11,8,3,0,True,Crime
Meet Joe Black,8,3,5,0,True,Crime
Meet John Doe,0,0,0,0,[],Crime
Megamind,5,0,4,1,True,Crime
Memento,63,54,9,0,True,Crime
Men in Black,10,0,9,1,True,Crime
Men in Black 3,3,0,3,0,True,Crime
"Men Who Stare at Goats, The",23,16,7,0,True,Crime
Metro,62,37,20,5,True,Crime
Miami Vice,21,18,3,0,True,Crime
Midnight Cowboy,2,0,0,2,True,Crime
Midnight Express,58,40,17,1,True,Crime
Midnight in Paris,0,0,0,0,[],Crime
Mighty Joe Young,0,0,0,0,[],Crime
Mighty Morphin Power Rangers: The Movie,0,0,0,0,[],Crime
Milk,17,7,10,0,True,Crime
Miller's Crossing,1,0,0,1,True,Crime
Mimic,26,14,11,1,True,Crime
Mini's First Time,36,25,6,5,True,Crime
Minority Report,14,10,4,0,True,Crime
"Miracle Worker, The",0,0,0,0,[],Crime
Mirrors,4,4,0,0,True,Crime
Misery,7,3,2,2,True,Crime
Mission Impossible,3,0,0,3,True,Crime
Mission Impossible II,3,0,1,2,True,Crime
Mission to Mars,3,0,2,1,True,Crime
Moneyball,14,7,7,0,True,Crime
Monkeybone,3,0,3,0,True,Crime
Monster's Ball,0,0,0,0,[],Crime
Monte Carlo,1,0,0,1,True,Crime
Moon,23,16,7,0,True,Crime
Moonrise Kingdom,1,0,1,0,True,Crime
Moonstruck,3,0,1,2,True,Crime
Mr Blandings Builds His Dream House,0,0,0,0,[],Crime
Mr Brooks,30,25,4,1,True,Crime
Mr Deeds Goes to Town,0,0,0,0,[],Crime
Mr. Holland's Opus,0,0,0,0,[],Crime
Mrs. Brown,2,0,2,0,True,Crime
Mud,26,0,24,2,True,Crime
Mulan,0,0,0,0,[],Crime
Mulholland Drive,2,0,1,1,True,Crime
Mumford,11,5,5,1,True,Crime
"Mummy, The",2,0,2,0,True,Crime
Music of the Heart,5,0,4,1,True,Crime
Mute Witness,7,2,5,0,True,Crime
My Best Friend's Wedding,34,13,18,3,True,Crime
My Girl,3,0,3,0,True,Crime
My Mother Dreams the Satan's Disciples in New York,5,3,2,0,True,Crime
My Week with Marilyn,14,11,3,0,True,Crime
Mystery Men,1,0,0,1,True,Crime
Napoleon Dynamite,0,0,0,0,[],Crime
Nashville,0,0,0,0,[],Crime
Natural Born Killers,54,22,23,9,True,Crime
Never Been Kissed,4,1,3,0,True,Crime
"Neverending Story, The",0,0,0,0,[],Crime
New York Minute,2,0,2,0,True,Crime
Newsies,0,0,0,0,[],Crime
Next,6,0,4,2,True,Crime
Next Friday,40,14,20,6,True,Crime
"Next Three Days, The",8,1,4,3,True,Crime
Ni vu ni connu,0,0,0,0,[],Crime
Nick of Time,23,14,6,3,True,Crime
Night Time (The Poltergeist Treatment),1,0,1,0,True,Crime
Nightbreed,26,10,16,0,True,Crime
"Nightmare Before Christmas, The",0,0,0,0,[],Crime
"Nightmare Before Christmas, The",0,0,0,0,[],Crime
"Nightmare on Elm Street, A",13,7,6,0,True,Crime
Nightmare on Elm Street: The Final Chapter,0,0,0,0,[],Crime
Nine,0,0,0,0,[],Crime
"Nines, The",22,10,12,0,True,Crime
Ninja Assassin,25,21,3,1,True,Crime
Ninotchka,0,0,0,0,[],Crime
"Ninth Gate, The",4,1,3,0,True,Crime
No Country for Old Men,3,0,1,2,True,Crime
No Strings Attached,31,18,9,4,True,Crime
Notting Hill,5,1,3,1,True,Crime
Nurse Betty,59,39,17,3,True,Crime
O Brother Where Art Thou?,0,0,0,0,[],Crime
Oblivion,0,0,0,0,[],Crime
Observe and Report,120,73,41,6,True,Crime
Obsessed,12,6,2,4,True,Crime
Ocean's Eleven,19,6,12,1,True,Crime
Ocean's Twelve,3,1,2,0,True,Crime
Office Space,27,9,15,3,True,Crime
"Officer and a Gentleman, An",0,0,0,0,[],Crime
Omega Man,3,0,0,3,True,Crime
One Flew Over the Cuckoo's Nest,7,5,2,0,True,Crime
Only God Forgives,25,23,1,1,True,Crime
Ordinary People,22,10,11,1,True,Crime
Orgy of the Dead,0,0,0,0,[],Crime
Orphan,12,6,5,1,True,Crime
"Other Boleyn Girl, The",0,0,0,0,[],Crime
Out of Sight,61,32,29,0,True,Crime
Outbreak,0,0,0,0,[],Crime
"Pacifier, The",0,0,0,0,[],Crime
Pandorum,26,22,4,0,True,Crime
Panic Room,38,29,9,0,True,Crime
Papadopoulos & Sons,0,0,0,0,[],Crime
ParaNorman,0,0,0,0,[],Crime
Pariah,19,8,11,0,True,Crime
Passengers,1,0,0,1,True,Crime
"Passion of Joan of Arc, The",0,0,0,0,[],Crime
"Patriot, The",0,0,0,0,[],Crime
Paul,36,18,16,2,True,Crime
Pearl Harbor,23,5,13,5,True,Crime
Peeping Tom,1,0,0,1,True,Crime
Peggy Sue Got Married,2,0,2,0,True,Crime
Perfect Creature,13,10,3,0,True,Crime
"Perfect World, A",8,0,8,0,True,Crime
"Perks of Being a Wallflower, The",14,1,10,3,True,Crime
Pet Sematary,11,2,8,1,True,Crime
Pet Sematary II,14,8,6,0,True,Crime
Petulia,0,0,0,0,[],Crime
Philadelphia,25,18,6,1,True,Crime
Phone Booth,60,46,13,1,True,Crime
Pi,13,10,3,0,True,Crime
"Pianist, The",7,4,2,1,True,Crime
"Piano, The",1,0,1,0,True,Crime
Pineapple Express,199,143,54,2,True,Crime
Pirates of the Caribbean,0,0,0,0,[],Crime
Pirates of the Caribbean: Dead Man's Chest,0,0,0,0,[],Crime
Pitch Black,25,22,3,0,True,Crime
"Planet of the Apes, The",0,0,0,0,[],Crime
Platinum Blonde,0,0,0,0,[],Crime
Platoon,158,77,75,6,True,Crime
Pleasantville,3,1,1,1,True,Crime
Point Break,60,37,19,4,True,Crime
Pokemon: Mewtwo Returns,0,0,0,0,[],Crime
"Postman, The",7,2,5,0,True,Crime
"Power of One, The",1,0,1,0,True,Crime
Precious,37,7,13,17,True,Crime
Predator,13,5,5,3,True,Crime
"Prestige, The",1,0,1,0,True,Crime
Pretty Woman,13,4,7,2,True,Crime
Pretty Woman (final script),8,2,6,0,True,Crime
Pride and Prejudice,0,0,0,0,[],Crime
Priest,5,0,5,0,True,Crime
"Princess Bride, The",0,0,0,0,[],Crime
"Private Life of Sherlock Holmes, The",0,0,0,0,[],Crime
"Producer, The",0,0,0,0,[],Crime
"Program, The",44,16,27,1,True,Crime
Prom Night,0,0,0,0,[],Crime
Prometheus,6,3,2,1,True,Crime
"Prophecy, The",24,12,8,4,True,Crime
"Proposal, The",15,0,12,3,True,Crime
Psycho,0,0,0,0,[],Crime
Public Enemies,8,3,2,3,True,Crime
Pulp Fiction,127,56,63,8,True,Crime
Punch-Drunk Love,30,25,5,0,True,Crime
Purple Rain,25,14,9,2,True,Crime
Quantum Project,0,0,0,0,[],Crime
Queen of the Damned,1,0,1,0,True,Crime
"Queen, The",0,0,0,0,[],Crime
Rachel Getting Married,17,10,7,0,True,Crime
Raging Bull,30,26,3,1,True,Crime
Raising Arizona,9,0,9,0,True,Crime
Rambling Rose,14,0,3,11,True,Crime
Rambo: First Blood II: The Mission,0,0,0,0,[],Crime
"Reader, The",0,0,0,0,[],Crime
Real Genius,4,1,2,1,True,Crime
Rear Window,0,0,0,0,[],Crime
Rebel Without A Cause,0,0,0,0,[],Crime
Red Planet,34,28,3,3,True,Crime
Red Riding Hood,0,0,0,0,[],Crime
Reindeer Games,53,43,10,0,True,Crime
"Relic, The",13,0,12,1,True,Crime
Remember Me,10,3,6,1,True,Crime
"Replacements, The",34,13,19,2,True,Crime
Repo Man,73,47,26,0,True,Crime
"Rescuers Down Under, The",0,0,0,0,[],Crime
Reservoir Dogs,148,97,43,8,True,Crime
Resident Evil,29,7,22,0,True,Crime
Return of the Apes,15,8,7,0,True,Crime
"Revenant, The",10,1,6,3,True,Crime
Revolutionary Road,12,11,1,0,True,Crime
Ringu,0,0,0,0,[],Crime
Rise of the Guardians,0,0,0,0,[],Crime
Rise of the Planet of the Apes,2,0,0,2,True,Crime
RKO 281,34,25,6,3,True,Crime
"Road, The",4,3,0,1,True,Crime
Robin Hood: Prince of Thieves,0,0,0,0,[],Crime
Robocop,0,0,0,0,[],Crime
"Rock, The",48,35,13,0,True,Crime
RocknRolla,23,17,6,0,True,Crime
Rocky,1,1,0,0,True,Crime
"Rocky Horror Picture Show, The",1,1,0,0,True,Crime
Romeo & Juliet,0,0,0,0,[],Crime
Ronin,40,30,8,2,True,Crime
Room,3,2,1,0,True,Crime
"Roommate, The",10,0,7,3,True,Crime
Roughshod,0,0,0,0,[],Crime
"Ruins, The",27,23,3,1,True,Crime
Runaway Bride,0,0,0,0,[],Crime
Rush,7,6,1,0,True,Crime
Rush Hour,28,10,15,3,True,Crime
Rush Hour 2,19,0,18,1,True,Crime
Rushmore,0,0,0,0,[],Crime
Rust and Bone,28,17,8,3,True,Crime
S. Darko,43,29,12,2,True,Crime
"Saint, The",1,0,1,0,True,Crime
"Salton Sea, The",51,36,12,3,True,Crime
"Sandlot Kids, The",1,0,1,0,True,Crime
Save the Last Dance,86,26,50,10,True,Crime
Saving Mr. Banks,0,0,0,0,[],Crime
Saving Private Ryan,25,20,4,1,True,Crime
Saw,40,29,9,2,True,Crime
Scarface,124,95,29,0,True,Crime
Scary Movie 2,0,0,0,0,[],Crime
Schindler's List,5,5,0,0,True,Crime
Scott Pilgrim vs the World,24,12,4,8,True,Crime
Scream,43,19,21,3,True,Crime
Scream 2,31,5,22,4,True,Crime
Scream 3,57,28,27,2,True,Crime
Se7en,49,41,6,2,True,Crime
"Searchers, The",0,0,0,0,[],Crime
"Secret Life of Walter Mitty, The",22,16,6,0,True,Crime
Semi-Pro,47,21,26,0,True,Crime
Sense and Sensibility,1,0,0,1,True,Crime
Serenity,1,1,0,0,True,Crime
Serial Mom,16,8,4,4,True,Crime
"Sessions, The",8,3,4,1,True,Crime
"Seventh Seal, The",0,0,0,0,[],Crime
Sex and the City,13,7,5,1,True,Crime
"Sex, Lies and Videotape",21,13,4,4,True,Crime
Sexual Life,13,9,4,0,True,Crime
Shadow of the Vampire,0,0,0,0,[],Crime
Shakespeare in Love,0,0,0,0,[],Crime
Shallow Grave,4,3,1,0,True,Crime
Shame,71,65,5,1,True,Crime
Shampoo,38,25,10,3,True,Crime
"Shawshank Redemption, The",65,20,42,3,True,Crime
She's Out of My League,60,28,26,6,True,Crime
Sherlock Holmes,2,1,1,0,True,Crime
Shifty,191,182,9,0,True,Crime
"Shining, The",12,9,0,3,True,Crime
"Shipping News, The",10,4,3,3,True,Crime
Shivers,0,0,0,0,[],Crime
Shrek,0,0,0,0,[],Crime
Shrek the Third,0,0,0,0,[],Crime
Sicario,34,29,5,0,True,Crime
Sideways,78,66,10,2,True,Crime
"Siege, The",32,20,10,2,True,Crime
Signs,2,0,1,1,True,Crime
Silence of the Lambs,19,10,5,4,True,Crime
Silver Bullet,17,6,10,1,True,Crime
Silver Linings Playbook,80,63,17,0,True,Crime
Simone,3,0,1,2,True,Crime
Single White Female,11,5,3,3,True,Crime
Sister Act,1,0,0,1,True,Crime
Six Degrees of Separation,14,11,2,1,True,Crime
"Sixth Sense, The",1,0,1,0,True,Crime
Sleepless in Seattle,3,2,1,0,True,Crime
Sleepy Hollow,2,0,0,2,True,Crime
Sling Blade,22,5,11,6,True,Crime
Slither,34,17,16,1,True,Crime
Slumdog Millionaire,8,1,7,0,True,Crime
Smashed,62,38,18,6,True,Crime
Smokin' Aces,69,36,25,8,True,Crime
Snatch,68,61,7,0,True,Crime
Sneakers,0,0,0,0,[],Crime
Snow Falling On Cedars,6,2,0,4,True,Crime
Snow White and the Huntsman,0,0,0,0,[],Crime
So I Married an Axe Murderer,5,0,5,0,True,Crime
"Social Network, The",27,13,10,4,True,Crime
Solaris,13,12,1,0,True,Crime
Soldier,11,5,6,0,True,Crime
Someone To Watch Over Me,22,17,5,0,True,Crime
Something's Gotta Give,12,6,5,1,True,Crime
Source Code,15,10,4,1,True,Crime
South Park,111,79,20,12,True,Crime
Space Milkshake,4,1,1,2,True,Crime
Spanglish,1,1,0,0,True,Crime
Spare Me,14,11,2,1,True,Crime
Spartan,23,21,1,1,True,Crime
Speed,0,0,0,0,[],Crime
Speed Racer,0,0,0,0,[],Crime
Sphere,32,18,13,1,True,Crime
Spider-Man,2,0,2,0,True,Crime
St. Elmo's Fire,20,10,10,0,True,Crime
Star Trek,41,31,10,0,True,Crime
Star Trek II: The Wrath of Khan,0,0,0,0,[],Crime
Star Trek: First Contact,0,0,0,0,[],Crime
Star Trek: Generations,0,0,0,0,[],Crime
Star Trek: Nemesis,0,0,0,0,[],Crime
Star Trek: The Motion Picture,0,0,0,0,[],Crime
Star Wars: A New Hope,0,0,0,0,[],Crime
Star Wars: Attack of the Clones,0,0,0,0,[],Crime
Star Wars: Return of the Jedi,0,0,0,0,[],Crime
Star Wars: Revenge of the Sith,0,0,0,0,[],Crime
Star Wars: The Empire Strikes Back,0,0,0,0,[],Crime
Star Wars: The Force Awakens,0,0,0,0,[],Crime
Star Wars: The Phantom Menace,0,0,0,0,[],Crime
Starman,6,0,6,0,True,Crime
Starship Troopers,3,0,0,3,True,Crime
State and Main,8,6,2,0,True,Crime
Station West,0,0,0,0,[],Crime
Stepmom,20,13,6,1,True,Crime
"Sting, The",4,1,2,1,True,Crime
Stir of Echoes,26,14,9,3,True,Crime
Storytelling,25,18,5,2,True,Crime
Straight Outta Compton,225,97,117,11,True,Crime
Strange Days,62,31,26,5,True,Crime
Strangers on a Train,0,0,0,0,[],Crime
"Stuntman, The",29,15,8,6,True,Crime
Sugar,17,7,10,0,True,Crime
Sugar and Spice,22,4,15,3,True,Crime
Sunset Blvd.,0,0,0,0,[],Crime
Sunshine Cleaning,28,13,15,0,True,Crime
Super 8,19,9,10,0,True,Crime
Superbad,161,94,57,10,True,Crime
Superfights,0,0,0,0,[],Crime
Supergirl,1,0,0,1,True,Crime
"Surfer King, The",0,0,0,0,[],Crime
Surrogates,2,0,1,1,True,Crime
Suspect Zero,30,23,7,0,True,Crime
Sweeney Todd: The Demon Barber of Fleet Street,0,0,0,0,[],Crime
"Sweet Hereafter, The",7,5,2,0,True,Crime
Sweet Smell of Success,0,0,0,0,[],Crime
Swingers,52,12,20,20,True,Crime
Swordfish,38,24,13,1,True,Crime
"Synecdoche, New York",39,34,5,0,True,Crime
Syriana,24,16,8,0,True,Crime
Take Shelter,11,2,9,0,True,Crime
Taking Lives,21,8,11,2,True,Crime
"Taking of Pelham One Two Three, The",28,15,11,2,True,Crime
Taking Sides,10,8,2,0,True,Crime
"Talented Mr. Ripley, The",4,4,0,0,True,Crime
Tall in the Saddle,0,0,0,0,[],Crime
Tamara Drewe,47,35,10,2,True,Crime
Taxi Driver,23,17,5,1,True,Crime
Ted,90,54,36,0,True,Crime
Terminator,12,9,3,0,True,Crime
Terminator 2: Judgement Day,0,0,0,0,[],Crime
Terminator Salvation,7,2,4,1,True,Crime
The Rage: Carrie 2,0,0,0,0,[],Crime
Thelma & Louise,0,0,0,0,[],Crime
"Theory of Everything, The",0,0,0,0,[],Crime
There's Something About Mary,62,46,15,1,True,Crime
They,11,4,7,0,True,Crime
"Thing, The",13,6,6,1,True,Crime
"Things My Father Never Taught Me, The",0,0,0,0,[],Crime
Thirteen Days,19,7,12,0,True,Crime
This Boy's Life,14,5,8,1,True,Crime
This is 40,0,0,0,0,[],Crime
Thor,0,0,0,0,[],Crime
Thor Ragnarok,3,0,3,0,True,Crime
Three Kings,68,53,14,1,True,Crime
Three Kings (Spoils of War),11,2,4,5,True,Crime
Three Men and a Baby,36,7,24,5,True,Crime
"Three Musketeers, The",0,0,0,0,[],Crime
Thunderbirds,0,0,0,0,[],Crime
Thunderheart,45,28,16,1,True,Crime
Ticker,15,10,5,0,True,Crime
Timber Falls,40,32,5,3,True,Crime
"Time Machine, The",0,0,0,0,[],Crime
Tin Cup,22,10,11,1,True,Crime
Tin Men,41,25,5,11,True,Crime
Tinker Tailor Soldier Spy,7,7,0,0,True,Crime
Titanic,10,2,7,1,True,Crime
TMNT,0,0,0,0,[],Crime
To Sleep with Anger,0,0,0,0,[],Crime
Tombstone,5,0,1,4,True,Crime
Tomorrow Never Dies,0,0,0,0,[],Crime
Top Gun,12,0,9,3,True,Crime
Total Recall,4,1,3,0,True,Crime
"Tourist, The",3,1,2,0,True,Crime
Toy Story,0,0,0,0,[],Crime
Traffic,51,40,11,0,True,Crime
Training Day,164,73,81,10,True,Crime
Trainspotting,100,97,3,0,True,Crime
Transformers: The Movie,0,0,0,0,[],Crime
Tremors,24,9,6,9,True,Crime
Tristan and Isolde,0,0,0,0,[],Crime
TRON,0,0,0,0,[],Crime
TRON: Legacy,0,0,0,0,[],Crime
Tropic Thunder,39,18,18,3,True,Crime
Troy,0,0,0,0,[],Crime
True Grit,2,0,0,2,True,Crime
True Lies,24,2,11,11,True,Crime
True Romance,133,76,49,8,True,Crime
"Truman Show, The",12,9,3,0,True,Crime
Twilight,0,0,0,0,[],Crime
Twilight: New Moon,0,0,0,0,[],Crime
Twin Peaks,4,2,2,0,True,Crime
Twins,8,1,6,1,True,Crime
Two For The Money,110,95,11,4,True,Crime
U Turn,80,50,21,9,True,Crime
"Ugly Truth, The",18,9,7,2,True,Crime
Un Singe en Hiver,0,0,0,0,[],Crime
Unbreakable,5,1,3,1,True,Crime
Under Fire,24,19,3,2,True,Crime
Unforgiven,0,0,0,0,[],Crime
Unknown,3,1,1,1,True,Crime
Up,0,0,0,0,[],Crime
Up in the Air,31,23,8,0,True,Crime
"Usual Suspects, The",44,29,14,1,True,Crime
V for Vendetta,9,6,2,1,True,Crime
Valentine's Day,0,0,0,0,[],Crime
Valkyrie,9,5,4,0,True,Crime
Vanilla Sky,36,28,6,2,True,Crime
"Verdict, The",3,3,0,0,True,Crime
Vertigo,0,0,0,0,[],Crime
Very Bad Things,68,62,5,1,True,Crime
"Village, The",0,0,0,0,[],Crime
Virtuosity,15,5,9,1,True,Crime
"Visitor, The",1,0,1,0,True,Crime
Wag the Dog,27,22,5,0,True,Crime
"Walk to Remember, A",2,0,2,0,True,Crime
Walking Tall,3,1,1,1,True,Crime
Wall Street,8,3,3,2,True,Crime
Wall Street: Money Never Sleeps,0,0,0,0,[],Crime
Wall-E,0,0,0,0,[],Crime
Wanted,34,22,9,3,True,Crime
War for the Planet of the Apes,2,1,1,0,True,Crime
War Horse,0,0,0,0,[],Crime
War of the Worlds,7,0,7,0,True,Crime
Warm Springs,2,0,0,2,True,Crime
Warrior,11,1,10,0,True,Crime
Watchmen,6,0,4,2,True,Crime
Water for Elephants,6,0,6,0,True,Crime
"Way Back, The",3,1,2,0,True,Crime
We Own the Night,25,16,9,0,True,Crime
What About Bob?,0,0,0,0,[],Crime
What Lies Beneath,8,5,2,1,True,Crime
When a Stranger Calls,0,0,0,0,[],Crime
When Harry Met Sally,0,0,0,0,[],Crime
While She Was Out,26,5,12,9,True,Crime
"Whistleblower, The",23,19,3,1,True,Crime
White Christmas,0,0,0,0,[],Crime
White Jazz,47,34,11,2,True,Crime
"White Ribbon, The",0,0,0,0,[],Crime
White Squall,13,5,7,1,True,Crime
Whiteout,9,3,4,2,True,Crime
Who Framed Roger Rabbit?,0,0,0,0,[],Crime
Who's Your Daddy,6,3,3,0,True,Crime
Wild At Heart,31,17,12,2,True,Crime
"Wild Bunch, The",4,0,0,4,True,Crime
Wild Hogs,19,0,11,8,True,Crime
Wild Things,38,20,14,4,True,Crime
Wild Things: Diamonds in the Rough,0,0,0,0,[],Crime
Wild Wild West,5,1,4,0,True,Crime
Willow,0,0,0,0,[],Crime
Win Win,45,18,27,0,True,Crime
Wind Chill,10,1,9,0,True,Crime
Withnail and I,33,31,1,1,True,Crime
Witness,6,2,3,1,True,Crime
"Wizard of Oz, The",0,0,0,0,[],Crime
"Wolf of Wall Street, The",179,145,31,3,True,Crime
Wonder Boys,19,11,8,0,True,Crime
Wonder Woman,0,0,0,0,[],Crime
"Woodsman, The",41,27,13,1,True,Crime
"World is not Enough, The",0,0,0,0,[],Crime
"Wrestler, The",46,25,19,2,True,Crime
"X-Files: Fight the Future, The",0,0,0,0,[],Crime
X-Men,0,0,0,0,[],Crime
X-Men Origins: Wolverine,0,0,0,0,[],Crime
xXx,14,0,10,4,True,Crime
Year One,4,1,3,0,True,Crime
Yes Man,13,1,9,3,True,Crime
You Can Count On Me,15,4,10,1,True,Crime
You've Got Mail,9,4,4,1,True,Crime
Youth in Revolt,6,2,4,0,True,Crime
Zero Dark Thirty,43,40,2,1,True,Crime
Zerophilia,18,14,4,0,True,Crime
Zootopia,0,0,0,0,[],Crime
